Canu_id	Prokka_annotation	Article_id	Article_annotation	EggNOG_annotation	EggNOG_gene_name	GO_terms	EC_number	KEGG_KO	BiGG_reactions	COG_cat
BDKBJLID_00429	methionyl-tRNA synthetase	LFTS_02128	6.1.1.10~~~metG~~~methionyl-tRNA synthetase	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation	metG	GO:0000049,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004812,GO:0004825,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006431,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016874,GO:0016875,GO:0017101,GO:0017102,GO:0019538,GO:0019752,GO:0032991,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:0140098,GO:0140101,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576	6.1.1.10,6.1.1.20,6.1.1.6	ko:K01874,ko:K01890,ko:K04566,ko:K06878	iEC042_1314.EC042_2346,iECUMN_1333.ECUMN_2446	J
BDKBJLID_00430	deoxyribonuclease, TatD family	LFTS_02129	3.1.21.-~~~~~~TatD DNase family protein	TatD related DNase	tatD			ko:K03424		L
BDKBJLID_00431	putative acetyltransferase	LFTS_02130	~~~~~~Ribosomal protein S18 acetylase RimI	transferase activity, transferring acyl groups						S
BDKBJLID_00432	YacP-like NYN domain protein	LFTS_02131	~~~~~~YacP-like NYN domain protein	YacP-like NYN domain	yacP			ko:K06962		S
BDKBJLID_00433	amino acid transporter	LFTS_02132	~~~~~~amino acid/polyamine/organocation transporter, APC superfamily	Amino acid permease	rocE			ko:K03294		E
BDKBJLID_00434	hypothetical protein	LFTS_02133	~~~~~~hypothetical protein
BDKBJLID_00435	hypothetical protein	LFTS_02134	~~~~~~hypothetical protein
BDKBJLID_00436	hypothetical protein	LFTS_02135	~~~~~~hypothetical protein
BDKBJLID_00437	Bacterial Ig-like domain (group 3)	LFTS_02136	~~~~~~Bacterial Ig-like domain (group 3)	domain protein				ko:K20276		M
BDKBJLID_00438	amino acid transporter	LFTS_02137	~~~~~~basic amino acid/polyamine antiporter, APA family	amino acid	yhdG_2			ko:K03294		E
BDKBJLID_00439	NADH dehydrogenase, FAD-containing subunit	LFTS_02138	1.6.99.3~~~~~~NADH dehydrogenase	Pyridine nucleotide-disulphide oxidoreductase	ndh		1.6.99.3	ko:K03885,ko:K15977		C
BDKBJLID_00440	purine-cytosine permease	LFTS_02139	~~~~~~Purine-cytosine permease	cytosine transport						F
BDKBJLID_00441	hypothetical protein	LFTS_02140	~~~~~~hypothetical protein
BDKBJLID_00442	hypothetical protein	LFTS_02141	~~~~~~hypothetical protein
BDKBJLID_00443	GTP-binding protein (EngA)	LFTS_02142	~~~der~~~GTP-binding protein	GTPase that plays an essential role in the late steps of ribosome biogenesis	der	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944	1.1.1.399,1.1.1.95	ko:K00058,ko:K03977		S
BDKBJLID_00444	phosphoenolpyruvate synthase	LFTS_02143	2.7.9.2~~~ppsA~~~phosphoenolpyruvate synthase	PEP-utilising enzyme, mobile domain	ppsA		2.7.9.2	ko:K01007		G
BDKBJLID_00445	ATPase AAA	LFTS_02144	~~~~~~Sigma-54 interaction domain-containing protein	transcription factor binding				ko:K02688		T
BDKBJLID_00446	hypothetical protein	LFTS_02145	~~~~~~hypothetical protein
BDKBJLID_00447	amino-acid N-acetyltransferase	LFTS_02146	2.3.1.1~~~argA~~~N-acetylglutamate synthase	Belongs to the acetyltransferase family. ArgA subfamily	argA	GO:0003674,GO:0003824,GO:0003991,GO:0004042,GO:0004358,GO:0005488,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006793,GO:0006796,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016407,GO:0016410,GO:0016597,GO:0016740,GO:0016746,GO:0016747,GO:0016772,GO:0016774,GO:0019752,GO:0031406,GO:0034618,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.3.1.1,2.7.2.8	ko:K00619,ko:K00930,ko:K14682	iECP_1309.ECP_2830,iLF82_1304.LF82_0116,iNRG857_1313.NRG857_13920,iYL1228.KPN_03226	E
BDKBJLID_00448	methyl-accepting chemotaxis protein	LFTS_02147	~~~~~~methyl-accepting chemotaxis protein	transmembrane signaling receptor activity				ko:K03406		NT
BDKBJLID_00449	SAM-dependent methyltransferase	LFTS_02148	~~~~~~Methyltransferase domain-containing protein	O-methyltransferase			2.1.1.197,2.5.1.38	ko:K02169,ko:K19104		S
BDKBJLID_00450	serine 3-dehydrogenase	LFTS_02149	~~~~~~NADP-dependent 3-hydroxy acid dehydrogenase YdfG	Enoyl-(Acyl carrier protein) reductase	sdh	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944				S
BDKBJLID_00451	glucose-6-phosphate 1-dehydrogenase	LFTS_02150	1.1.1.49~~~zwf_2~~~glucose-6-phosphate 1-dehydrogenase	Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone	zwf		1.1.1.363,1.1.1.49	ko:K00036		G
BDKBJLID_00452	putative 6-phosphogluconate dehydrogenase	LFTS_02151	1.1.1.343~~~gnd~~~6-phosphogluconate dehydrogenase (decarboxylating)	6-phosphogluconate dehydrogenase	gnd		1.1.1.343,1.1.1.44	ko:K00033	iAF987.Gmet_2620,iNJ661.Rv1122	G
BDKBJLID_00453
BDKBJLID_00454	folate-dependent phosphoribosylglycinamide formyl transferase PurN	LFTS_02153	2.1.2.2~~~purN~~~phosphoribosylglycinamide formyltransferase-1	Catalyzes the transfer of a formyl group from 10- formyltetrahydrofolate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR) and tetrahydrofolate	purN		2.1.2.2	ko:K11175		F
BDKBJLID_00455	phosphoribosylformylglycinamidine cyclo-ligase	LFTS_02154	6.3.3.1~~~purM~~~phosphoribosylformylglycinamidine cyclo-ligase	AIR synthase related protein, N-terminal domain	purM	GO:0003674,GO:0003824,GO:0004641,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0016874,GO:0016879,GO:0016882,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	6.3.3.1,6.3.4.13	ko:K01933,ko:K11788	iAF987.Gmet_1844,iECSF_1327.ECSF_2340	F
BDKBJLID_00456	hypothetical protein	LFTS_02155	~~~~~~hypothetical protein
BDKBJLID_00457	hypothetical protein	LFTS_02156	~~~~~~hypothetical protein	long-chain fatty acid transporting porin activity				ko:K06076		I
BDKBJLID_00458	ribonuclease-3	LFTS_02157	3.1.26.3~~~rnc1~~~ribonuclease-3	Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Processes some mRNAs, and tRNAs when they are encoded in the rRNA operon. Processes pre- crRNA and tracrRNA of type II CRISPR loci if present in the organism	rnc	GO:0003674,GO:0003676,GO:0003723,GO:0003725,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004525,GO:0004540,GO:0005488,GO:0005515,GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0032296,GO:0034641,GO:0042802,GO:0043170,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0140098,GO:1901360,GO:1901363	3.1.26.3,3.1.3.97	ko:K03685,ko:K07053		J
BDKBJLID_00459	3-oxoacyl-(Acyl-carrier-protein) synthase II	LFTS_02158	2.3.1.179~~~~~~3-oxoacyl-[acyl-carrier-protein] synthase II	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP	fabF	GO:0003674,GO:0003824,GO:0004312,GO:0004315,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016053,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0032787,GO:0033817,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0071704,GO:0072330,GO:1901576	2.3.1.179	ko:K09458	iAF1260.b1095,iAPECO1_1312.APECO1_176,iB21_1397.B21_01099,iBWG_1329.BWG_0943,iE2348C_1286.E2348C_1187,iEC042_1314.EC042_1165,iEC55989_1330.EC55989_1207,iECABU_c1320.ECABU_c13085,iECBD_1354.ECBD_2506,iECB_1328.ECB_01091,iECDH10B_1368.ECDH10B_1167,iECDH1ME8569_1439.ECDH1ME8569_1030,iECD_1391.ECD_01091,iECED1_1282.ECED1_1238,iECH74115_1262.ECH74115_1474,iECIAI1_1343.ECIAI1_1130,iECIAI39_1322.ECIAI39_2066,iECO103_1326.ECO103_1140,iECO111_1330.ECO111_1372,iECO26_1355.ECO26_1428,iECOK1_1307.ECOK1_1202,iECP_1309.ECP_1087,iECS88_1305.ECS88_1109,iECSE_1348.ECSE_1159,iECSF_1327.ECSF_0994,iECSP_1301.ECSP_1396,iECUMN_1333.ECUMN_1270,iECW_1372.ECW_m1203,iECs_1301.ECs1473,iEKO11_1354.EKO11_2739,iETEC_1333.ETEC_1160,iEcDH1_1363.EcDH1_2552,iEcE24377_1341.EcE24377A_1216,iEcSMS35_1347.EcSMS35_2032,iG2583_1286.G2583_1355,iJO1366.b1095,iJR904.b1095,iLF82_1304.LF82_0607,iNRG857_1313.NRG857_05280,iSF_1195.SF1099,iSFxv_1172.SFxv_1251,iS_1188.S1179,iUMN146_1321.UM146_11850,iWFL_1372.ECW_m1203,iY75_1357.Y75_RS05720,iZ_1308.Z1734,ic_1306.c1365	I
BDKBJLID_00460	acyl carrier protein (ACP)	LFTS_02159	~~~acpP~~~acyl carrier protein	Carrier of the growing fatty acid chain in fatty acid biosynthesis	acpP	GO:0000035,GO:0000036,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016053,GO:0019637,GO:0019752,GO:0019842,GO:0031177,GO:0032787,GO:0033218,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044620,GO:0046394,GO:0046467,GO:0046493,GO:0048037,GO:0051192,GO:0071704,GO:0072330,GO:0072341,GO:0090407,GO:0140104,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509		ko:K02078		IQ
BDKBJLID_00461	3-oxoacyl-[acyl-carrier-protein] reductase	LFTS_02160	1.1.1.100~~~~~~3-oxoacyl-[acyl-carrier-protein] reductase	Evidence 2a Function of homologous gene experimentally demonstrated in an other organism						IQ
BDKBJLID_00462	malonyl CoA-acyl carrier protein transacylase	LFTS_02161	2.3.1.39~~~fabD~~~[acyl-carrier-protein] S-malonyltransferase	Acyl transferase domain	fabD		2.3.1.39	ko:K00645,ko:K15327,ko:K15329,ko:K15355,ko:K15469		I
BDKBJLID_00463	3-oxoacyl-(acyl-carrier-protein) synthase III	LFTS_02162	2.3.1.180~~~fabH_2~~~3-oxoacyl-[acyl-carrier-protein] synthase-3	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids	fabH		2.3.1.180	ko:K00648		I
BDKBJLID_00464	fatty acid/phospholipid synthesis protein (PlsX)	LFTS_02163	2.3.1.15~~~plsX~~~phosphate:acyl-[acyl carrier protein] acyltransferase	Catalyzes the reversible formation of acyl-phosphate (acyl-PO(4)) from acyl- acyl-carrier-protein (acyl-ACP). This enzyme utilizes acyl-ACP as fatty acyl donor, but not acyl-CoA	plsX		1.21.4.2,1.21.4.3,1.21.4.4,2.3.1.15	ko:K03621,ko:K21576,ko:K21577		I
BDKBJLID_00465	ribosomal protein S32	LFTS_02164	~~~rpmF~~~LSU ribosomal protein L32P	Belongs to the bacterial ribosomal protein bL32 family	rpmF	GO:0000027,GO:0000302,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006950,GO:0006979,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009628,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042221,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0050896,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:1901564,GO:1901566,GO:1901576,GO:1901700,GO:1990904		ko:K02911		J
BDKBJLID_00466	hypothetical protein	LFTS_02165	~~~~~~hypothetical protein	Uncharacterized ACR, COG1399	yceD	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0040007,GO:0044424,GO:0044444,GO:0044464		ko:K07040		S
BDKBJLID_00467	prolyl-tRNA synthetase	LFTS_02166	6.1.1.15~~~proS~~~prolyl-tRNA synthetase	Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Ala-tRNA(Pro). The misacylated Cys- tRNA(Pro) is not edited by ProRS	proS	GO:0002161,GO:0003674,GO:0003824,GO:0004812,GO:0004827,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006433,GO:0006450,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0043906,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0052689,GO:0065007,GO:0065008,GO:0071704,GO:0090304,GO:0106074,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.15	ko:K01881	iJN678.proS,iUTI89_1310.UTI89_C0210	J
BDKBJLID_00468	enzyme involved in the deoxyxylulose pathway of isoprenoid biosynthesis	LFTS_02167	1.17.7.3~~~ispG~~~4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate	ispG	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006082,GO:0006090,GO:0006091,GO:0006629,GO:0006644,GO:0006720,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008654,GO:0009055,GO:0009058,GO:0009240,GO:0009987,GO:0016491,GO:0016725,GO:0019288,GO:0019637,GO:0019682,GO:0019752,GO:0022900,GO:0032787,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046429,GO:0046490,GO:0046872,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0052592,GO:0055114,GO:0071704,GO:0090407,GO:1901135,GO:1901576	1.17.7.1,1.17.7.3	ko:K03526	iAF1260.b2515,iAPECO1_1312.APECO1_4009,iB21_1397.B21_02369,iBWG_1329.BWG_2279,iE2348C_1286.E2348C_2798,iEC55989_1330.EC55989_2800,iECABU_c1320.ECABU_c28200,iECBD_1354.ECBD_1171,iECB_1328.ECB_02407,iECDH10B_1368.ECDH10B_2681,iECDH1ME8569_1439.ECDH1ME8569_2442,iECDH1ME8569_1439.EcDH1_1153,iECD_1391.ECD_02407,iECED1_1282.ECED1_2946,iECH74115_1262.ECH74115_3740,iECIAI39_1322.ECIAI39_2716,iECNA114_1301.ECNA114_2593,iECO103_1326.ECO103_3032,iECO111_1330.ECO111_3239,iECO26_1355.ECO26_3562,iECOK1_1307.ECOK1_2863,iECP_1309.ECP_2520,iECS88_1305.ECS88_2691,iECSE_1348.ECSE_2801,iECSF_1327.ECSF_2359,iECSP_1301.ECSP_3455,iECW_1372.ECW_m2740,iECs_1301.ECs3377,iEKO11_1354.EKO11_1218,iETEC_1333.ETEC_2672,iEcDH1_1363.EcDH1_1153,iEcE24377_1341.EcE24377A_2799,iEcolC_1368.EcolC_1162,iHN637.CLJU_RS06430,iIT341.HP0625,iJN678.gcpE,iJO1366.b2515,iJR904.b2515,iLF82_1304.LF82_1130,iNRG857_1313.NRG857_12515,iUMN146_1321.UM146_04130,iUMNK88_1353.UMNK88_3165,iUTI89_1310.UTI89_C2836,iWFL_1372.ECW_m2740,iY75_1357.Y75_RS13130,iYL1228.KPN_02845,iZ_1308.Z3778,ic_1306.c3037	I
BDKBJLID_00469	putative membrane-associated Zn-dependent protease 1	LFTS_02168	3.4.24.-~~~~~~site-2 protease. Metallo peptidase. MEROPS family M50B	Peptidase family M50	rseP			ko:K11749		M
BDKBJLID_00470	1-deoxy-D-xylulose 5-phosphate reductoisomerase	LFTS_02169	1.1.1.267~~~dxr~~~1-deoxy-D-xylulose 5-phosphate reductoisomerase	Catalyzes the NADP-dependent rearrangement and reduction of 1-deoxy-D-xylulose-5-phosphate (DXP) to 2-C-methyl-D-erythritol 4-phosphate (MEP)	dxr	GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006081,GO:0006082,GO:0006090,GO:0006629,GO:0006644,GO:0006720,GO:0006721,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008654,GO:0009058,GO:0009240,GO:0009987,GO:0016114,GO:0016491,GO:0016614,GO:0016616,GO:0019288,GO:0019637,GO:0019682,GO:0019752,GO:0030145,GO:0030604,GO:0032787,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0046490,GO:0046872,GO:0046914,GO:0048037,GO:0050661,GO:0050662,GO:0050897,GO:0051483,GO:0051484,GO:0055114,GO:0070402,GO:0071704,GO:0090407,GO:0097159,GO:1901135,GO:1901265,GO:1901363,GO:1901576	1.1.1.267	ko:K00099	iAPECO1_1312.APECO1_1814,iECOK1_1307.ECOK1_0174,iECS88_1305.ECS88_0183,iHN637.CLJU_RS06420,iNJ661.Rv2870c,iUMN146_1321.UM146_23670,iUTI89_1310.UTI89_C0188	I
BDKBJLID_00471	CDP-diglyceride synthetase	LFTS_02170	2.7.7.41~~~~~~phosphatidate cytidylyltransferase	Cytidylyltransferase family	cdsA		2.7.7.41	ko:K00981		I
BDKBJLID_00472	undecaprenyl diphosphate synthase	LFTS_02171	2.5.1.31~~~~~~undecaprenyl diphosphate synthase	Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids	uppS	GO:0000287,GO:0002094,GO:0003674,GO:0003824,GO:0004659,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006066,GO:0006629,GO:0006720,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008834,GO:0009058,GO:0009987,GO:0016020,GO:0016093,GO:0016094,GO:0016740,GO:0016765,GO:0030145,GO:0033850,GO:0040007,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046165,GO:0046872,GO:0046914,GO:0050347,GO:0071704,GO:0071944,GO:1901576,GO:1901615,GO:1901617	2.5.1.31,2.5.1.86,2.5.1.88	ko:K00806,ko:K14215,ko:K21273	iLJ478.TM1398	H
BDKBJLID_00473	hypothetical protein	LFTS_02172	~~~~~~hypothetical protein	cAMP biosynthetic process				ko:K03765,ko:K21008		S
BDKBJLID_00474	formyltetrahydrofolate synthetase	LFTS_02173	6.3.4.3~~~fhs~~~Formate-tetrahydrofolate ligase	Formate--tetrahydrofolate ligase	fhs	GO:0000096,GO:0000097,GO:0000105,GO:0003674,GO:0003824,GO:0004329,GO:0004477,GO:0004488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006144,GO:0006520,GO:0006547,GO:0006555,GO:0006575,GO:0006725,GO:0006730,GO:0006732,GO:0006760,GO:0006766,GO:0006767,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009086,GO:0009108,GO:0009110,GO:0009112,GO:0009113,GO:0009256,GO:0009257,GO:0009396,GO:0009987,GO:0015939,GO:0015940,GO:0016053,GO:0016491,GO:0016645,GO:0016646,GO:0016787,GO:0016810,GO:0016814,GO:0016874,GO:0016879,GO:0018130,GO:0019238,GO:0019438,GO:0019752,GO:0032787,GO:0034641,GO:0042364,GO:0042398,GO:0042440,GO:0042558,GO:0042559,GO:0043436,GO:0043603,GO:0043604,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046112,GO:0046148,GO:0046394,GO:0046483,GO:0046653,GO:0046654,GO:0051186,GO:0051188,GO:0052803,GO:0055086,GO:0055114,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.5.1.5,3.5.4.9,6.3.4.3	ko:K00288,ko:K01938		F
BDKBJLID_00475	putative bacitracin resistance protein	LFTS_02174	3.6.1.27~~~uppP~~~undecaprenyl-diphosphatase	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin	uppP		3.6.1.27	ko:K06153		V
BDKBJLID_00476	Sec-independent protein secretion pathway component TatC	LFTS_02175	~~~tatC~~~sec-independent protein translocase protein TatC	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes	tatC	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008320,GO:0008565,GO:0009977,GO:0015031,GO:0015291,GO:0015399,GO:0015405,GO:0015450,GO:0015833,GO:0016020,GO:0022804,GO:0022857,GO:0022884,GO:0032991,GO:0033036,GO:0033281,GO:0034613,GO:0042886,GO:0042887,GO:0043953,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0065002,GO:0070727,GO:0071702,GO:0071705,GO:0071806,GO:0071944,GO:0098796,GO:0098797,GO:1904680		ko:K03118		U
